DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2010-0432-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Mindulle,VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Thanh Hoa, Ha Tinh provinces",,,No,No,No,,230,Kph,,,,2010,8,24,2010,8,25,14,20,20560,120,20700,,,,,44000,61484,71.56359558,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2011-03-16,2023-09-25
2010-0571-LCA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2010-000216,Hurricane Tomas,LCA,Saint Lucia,Latin America and the Caribbean,Americas,"Region Number 1, Region Number 2, Region Number 8 provinces",,"Flood|Slide (land, mud, snow, rock)",Yes,No,Yes,,150,Kph,,,,2010,10,30,2010,10,30,14,,181000,,181000,,,,,500,699,71.56359558,"[{""adm1_code"":2608,""adm1_name"":""Region Number 1""},{""adm1_code"":2609,""adm1_name"":""Region Number 2""},{""adm1_code"":2615,""adm1_name"":""Region Number 8""}]",2014-07-28,2023-09-25
2011-0414-OMN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Keila,OMN,Oman,Western Asia,Asia,"A Dakhliya, A Sharqiya, Al Batnah, Al Dhahira, Al Wusta, Dhofar, Musandam, Muscat provinces",,,No,No,No,,,Kph,,,,2011,11,3,2011,11,3,14,200,,,200,,,,,,,73.82275086,"[{""adm1_code"":2263,""adm1_name"":""A Dakhliya""},{""adm1_code"":2264,""adm1_name"":""A Sharqiya""},{""adm1_code"":2265,""adm1_name"":""Al Batnah""},{""adm1_code"":2266,""adm1_name"":""Al Dhahira""},{""adm1_code"":2267,""adm1_name"":""Al Wusta""},{""adm1_code"":2268,""adm1_name"":""Dhofar""},{""adm1_code"":2269,""adm1_name"":""Musandam""},{""adm1_code"":2270,""adm1_name"":""Muscat""}]",2011-11-04,2023-09-25
2013-0335-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Fernand,MEX,Mexico,Latin America and the Caribbean,Americas,"Yecuatla, Tuxpan, Atzalan districts (Veracruz province), Oaxaca province",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2013,8,25,2013,8,26,14,,5000,,5000,,,,,2000,2616,76.45414599,"[{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm2_code"":21095,""adm2_name"":""Atzalan""},{""adm2_code"":21260,""adm2_name"":""Tuxpan""},{""adm2_code"":21270,""adm2_name"":""Yecuatlan""}]",2013-09-12,2023-09-25
2014-0240-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Henry (Matmo),CHN,China,Eastern Asia,Asia,"Fujian Sheng, Jiangxi Sheng, Shandong Sheng provinces",,,No,No,No,,120,Kph,,,,2014,7,22,2014,7,24,14,,,,,,,,,500000,643547,77.69440613,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""}]",2014-08-28,2023-09-25
2014-0314-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Nakri,KOR,Republic of Korea,Eastern Asia,Asia,"Chungchongnam-do, Chollabuk-do provinces",,,No,No,No,,,Kph,,,,2014,8,3,2014,8,6,14,,,,,,,,,,,77.69440613,"[{""adm1_code"":2432,""adm1_name"":""Chollabuk-do""},{""adm1_code"":2435,""adm1_name"":""Chungchongnam-do""}]",2014-09-23,2023-09-25
2015-0470-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,DFO:4302|GLIDE:TC-2015-000144,Hurricane Patricia,MEX,Mexico,Latin America and the Caribbean,Americas,"Manzanillo district (Colima province), Coahuila, Nuevo leon, Tamaulipas provinces",,Flood,No,No,No,,270,Kph,28.381,-101.772,,2015,10,22,2015,10,28,14,,15000,,15000,,,343000,440950,823000,1058023,77.78656766,"[{""adm1_code"":2034,""adm1_name"":""Coahuila""},{""adm1_code"":2046,""adm1_name"":""Nuevo Leon""},{""adm1_code"":2055,""adm1_name"":""Tamaulipas""},{""adm2_code"":19818,""adm2_name"":""Manzanillo""}]",2015-10-26,2023-09-25
2017-0406-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000131,Typhoon 'Doksuri',VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Ha Tinh, Thanh Hoa, Quang Binh, Quang Tri, Thua Thien-Hue, Hoa Binh",,,No,No,No,,185,Kph,,,,2017,9,15,2017,9,16,14,112,691900,,692012,,,,,484000,601647,80.44577926,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2017-10-05,2023-09-25
2018-0201-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Ewiniar',CHN,China,Eastern Asia,Asia,"Guangdong, Jiangxi, Fujian, and Zhejiang provinces, Hainan Island",,,No,No,No,,,Kph,,,,2018,7,19,2018,7,19,14,,16200,,16200,,,,,570000,691658,82.41066796,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]",2018-07-19,2023-09-25
2018-0421-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Vicente',MEX,Mexico,Latin America and the Caribbean,Americas,Michoacán and Oaxaca,,Flood,No,No,No,,,Kph,,,,2018,10,19,2018,10,23,14,,,,,,,,,7005,8500,82.41066796,"[{""adm1_code"":2043,""adm1_name"":""Michoacan""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""}]",2018-11-19,2023-09-25
2020-0495-HND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000218,Hurricane 'Iota',HND,Honduras,Latin America and the Caribbean,Americas,"Sulla Valley, San Pedro Sula, Santa Barbara, Central District, Santa Rosa de Aguan, Tocoa Copán, Choluteca (Sula Valley); Comayagua; Puerto Cortés, Yoro, Atlántida, Santa Barbara, Olancho, departments",,,Yes,Yes,No,,,Kph,,,,2020,11,17,2020,11,18,14,,578000,,578000,,,,,,,84.93919813,"[{""adm1_code"":1420,""adm1_name"":""Atlantida""},{""adm1_code"":1421,""adm1_name"":""Choluteca""},{""adm1_code"":1423,""adm1_name"":""Comayagua""},{""adm1_code"":1424,""adm1_name"":""Copan""},{""adm1_code"":1434,""adm1_name"":""Olancho""},{""adm1_code"":1436,""adm1_name"":""Santa Barbara""},{""adm1_code"":1438,""adm1_name"":""Yoro""},{""adm2_code"":17238,""adm2_name"":""Santa Rosa De Aguan""},{""adm2_code"":17240,""adm2_name"":""Tocoa""},{""adm2_code"":17291,""adm2_name"":""Puerto Cortes""},{""adm2_code"":17295,""adm2_name"":""San Pedro Sula""},{""adm2_code"":17301,""adm2_name"":""Distrito Central""}]",2020-11-24,2023-09-25
2020-0524-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Nivar,IND,India,Southern Asia,Asia,Tamil Nadu and Puducherry,,Flood,No,No,No,,,Kph,,,,2020,11,25,2020,11,26,14,,,,,,,,,600000,706388,84.93919813,"[{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":70080,""adm1_name"":""Puducherry""}]",2020-12-01,2023-09-25
2022-0099-MDG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Dumako',MDG,Madagascar,Sub-Saharan Africa,Africa,Analanjirofo Region,,,No,No,No,,75,Kph,,,,2022,2,15,2022,2,16,14,,9900,,9900,,,,,,,96.04634213,"[{""adm1_code"":41753,""adm1_name"":""Analanjirofo""}]",2022-02-18,2023-09-25
2022-0099-MOZ,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Dumako',MOZ,Mozambique,Sub-Saharan Africa,Africa,"Zambezia, Nampula, Niassa,Tete, Sofala, and Manica provinces",,,No,No,No,,66,Kph,,,,2022,2,18,2022,2,18,14,,23733,,23733,,,,,,,96.04634213,"[{""adm1_code"":2115,""adm1_name"":""Manica""},{""adm1_code"":2118,""adm1_name"":""Nampula""},{""adm1_code"":2119,""adm1_name"":""Niassa""},{""adm1_code"":2120,""adm1_name"":""Sofala""},{""adm1_code"":2121,""adm1_name"":""Tete""},{""adm1_code"":2122,""adm1_name"":""Zambezia""}]",2022-04-08,2023-09-25
2024-0881-LKA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2024-000219,Storm 'Fengal',LKA,Sri Lanka,Southern Asia,Asia,"Ampara, Batticaloa, Trincomalee districts (Eastern province); Mannar, Jana, Kilinochchi, Mullaitivu, Vavuniy districts (Nothern province); Anuradhapura district ( NorthCentral province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,60,Kph,,,,2024,11,25,2024,11,28,14,19,441373,,441392,,,,,,,,,2024-11-28,2024-12-19
1933-0008-TTO,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,TTO,Trinidad and Tobago,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1933,6,27,1933,6,27,13,,,,,,,,,3000,70872,4.232995604,,2003-07-01,2023-09-25
1970-0109-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ada,AUS,Australia,Australia and New Zealand,Oceania,Queensland,,,No,No,No,,,Kph,,,,1970,1,,1970,1,,13,,,,,,,,,72475,568790,12.74196873,,2003-07-01,2023-09-25
1974-0030-MEX,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,MEX,Mexico,Latin America and the Caribbean,Americas,Near Acapulco,,,No,No,No,,,Kph,,,,1974,6,17,1974,6,17,13,,,,,,,,,,,16.18249195,,2003-07-01,2023-09-25
1974-0052-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Carmen (Tering),PHL,Philippines,South-eastern Asia,Asia,Luzon,,,No,No,No,,,Kph,,,,1974,10,15,1974,10,15,13,9,7776,,7785,,,,,11600,71682,16.18249195,,2003-07-01,2023-09-25
1977-0060-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,Mymensingh district,,,No,No,No,,,Kph,,,,1977,4,24,1977,4,24,13,100,,,100,,,,,,,19.89103658,,2003-07-01,2023-09-25
1984-0082-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ike,CHN,China,Eastern Asia,Asia,"Guangdong, Jianxi, Hunan, Anhui, Jiangsu (South China coast)",,,No,No,No,,,Kph,,,,1984,9,9,1984,9,9,13,,,,,,,,,,,34.09345589,,2003-07-01,2023-09-25
1986-0115-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Abby,TWN,Taiwan (Province of China),Eastern Asia,Asia,Central,,,No,No,No,,,Kph,,,,1986,9,19,1986,9,19,13,,,,,,,,,80000,222393,35.97234376,,2008-04-04,2023-09-25
1986-0116-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Calcutta, Midnapore district (West bengal)",,,No,No,No,,,Kph,,,,1986,9,25,1986,9,25,13,,3100000,200000,3300000,,,,,272943,758758,35.97234376,,2003-07-01,2023-09-25
1989-0187-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Breda (Bining),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1989,5,15,1989,5,15,13,3,12282,652,12937,,,,,2860,7030,40.68459958,,2003-07-01,2023-09-25
1989-0370-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Sarah,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,Flood,No,No,No,,,Kph,,,,1989,9,11,1989,9,11,13,,,,,,,,,,,40.68459958,,2005-04-20,2023-09-25
1991-0364-WSM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Val & Wasa,WSM,Samoa,Polynesia,Oceania,Savaii isl.,,,Yes,No,No,,167,Kph,,,,1991,12,7,1991,12,7,13,,85000,3000,88000,,,,,278000,621970,44.69672184,,2003-07-01,2023-09-25
2002-0609-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,MEX,Mexico,Latin America and the Caribbean,Americas,"Campeche, Quintana Roo, Yucatan provinces",,,Yes,No,No,,180,Kph,,,,2002,9,20,2002,9,20,13,30,500000,,500030,,,280000,474310,640000,1084137,59.03314408,"[{""adm1_code"":2031,""adm1_name"":""Campeche""},{""adm1_code"":2050,""adm1_name"":""Quintana Roo""},{""adm1_code"":2058,""adm1_name"":""Yucatan""}]",2005-12-16,2023-09-25
2003-0290-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Soudelor (Egay),PHL,Philippines,South-eastern Asia,Asia,"Sorsogon, Albay, Catanduanes, Camarines Sur districts (Region V (Bicol region) province), Biliran, Leyte districts (Region VIII (Eastern Visayas) province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,140,Kph,,,,2003,6,15,2003,6,18,13,3,46472,80655,127130,,,,,2455,4066,60.37325107,"[{""adm2_code"":24240,""adm2_name"":""Albay""},{""adm2_code"":24241,""adm2_name"":""Camarines Norte""},{""adm2_code"":24243,""adm2_name"":""Catanduanes""},{""adm2_code"":24245,""adm2_name"":""Sorsogon""},{""adm2_code"":24256,""adm2_name"":""Biliran""},{""adm2_code"":24258,""adm2_name"":""Leyte""}]",2004-01-29,2023-09-25
2008-0234-NIC,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alma,NIC,Nicaragua,Latin America and the Caribbean,Americas,"Leon, Chinandega, Rivas, Carazo, Masaya, Granada provinces",,,Yes,No,No,,,Kph,,,,2008,5,29,2008,5,29,13,,25000,,25000,,,,,,,70.66008903,"[{""adm1_code"":2188,""adm1_name"":""Carazo""},{""adm1_code"":2189,""adm1_name"":""Chinandega""},{""adm1_code"":2192,""adm1_name"":""Granada""},{""adm1_code"":2194,""adm1_name"":""Leon""},{""adm1_code"":2197,""adm1_name"":""Masaya""},{""adm1_code"":2201,""adm1_name"":""Rivas""}]",2008-10-21,2023-09-25
2009-0399-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Koppu""",CHN,China,Eastern Asia,Asia,Guangdong Sheng province,,Flood,No,No,No,,126,Kph,,,,2009,9,14,2009,9,14,13,58,1000000,,1000058,,,,,295001,418983,70.40886176,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""}]",2009-10-13,2023-09-25
2011-0352-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Roke,JPN,Japan,Eastern Asia,Asia,"Aiti, Ehime, Siga, Nagasaki, Kumamoto provinces",,Flood,No,No,No,,215,Kph,,,,2011,9,22,2011,9,22,13,308,,,308,,,1210000,1639061,1820000,2465365,73.82275086,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1685,""adm1_name"":""Siga""}]",2012-04-04,2023-09-25
2012-0313-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Isaac,HTI,Haiti,Latin America and the Caribbean,Americas,"Grande-Anse, Sud, Sud Est, Artibonite, Ouest provinces",,,No,No,No,,,Kph,19.1356,-72.28,,2012,8,25,2012,8,29,13,7,8000,,8007,,,,,,,75.3503857,"[{""adm1_code"":1409,""adm1_name"":""Artibonite""},{""adm1_code"":1415,""adm1_name"":""Ouest""},{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":1417,""adm1_name"":""Sud Est""},{""adm1_code"":72911,""adm1_name"":""Grande Anse""}]",2012-11-19,2023-09-25
2017-0410-CRI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000148,Tropical depression'16/Hurricane 'Nate',CRI,Costa Rica,Latin America and the Caribbean,Americas,"South Pacific, Region 8- South Zone – Central Pacific: Region 6- Puntarenas (Parrita)- North Pacific: Region 5- Guanacaste (Hojancha, Sardinal de Carrillo)- Huetar Norte: Region 9- North Zone- Central Valley: Region 1, Cartago (Llano Grande de Cartago), Alajuela (Sarchí de Valverde Vega,Athens, ), San Jose (Puriscal,San Marcos de Tarrazú), Esperanza de Santa Cruz, Mollejones de Cabagra",,"Flood|Slide (land, mud, snow, rock)",Yes,No,Yes,,,Kph,,,"Tempisque, Bebedero, and Sierpe Rivers in Catsa, Taboga, El Viejo, and Osa, Aranjuez River",2017,9,4,2017,10,6,13,,11500,,11500,,,,,185000,229969,80.44577926,"[{""adm1_code"":981,""adm1_name"":""Alajuela""},{""adm1_code"":982,""adm1_name"":""Cartago""},{""adm1_code"":983,""adm1_name"":""Guanacaste""},{""adm1_code"":986,""adm1_name"":""Puntarenas""},{""adm1_code"":987,""adm1_name"":""San Jose""}]",2017-10-09,2023-09-25
2018-0305-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Bebinca',VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An,Son La, Thanh Hóa, Yên Bái,Bac Giang provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2018,8,17,2018,8,19,13,,50000,,50000,,,,,2000,2427,82.41066796,"[{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""}]",2018-08-23,2023-09-25
2021-0528-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Grace',MEX,Mexico,Latin America and the Caribbean,Americas,"Xalapa City (Veracruz State); Tamaulipas state; Huauchinango, Tlaola (Puebla state)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,205,Kph,,,,2021,8,21,2021,8,23,13,,,,,,,,,500000,562243,88.92949348,"[{""adm1_code"":2055,""adm1_name"":""Tamaulipas""},{""adm2_code"":20649,""adm2_name"":""Huauchinango""},{""adm2_code"":20757,""adm2_name"":""Tlaola""},{""adm2_code"":21266,""adm2_name"":""Xalapa""}]",2021-08-23,2023-09-25
2021-0645-OMN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Shaheen',OMN,Oman,Western Asia,Asia,"Al Suwayq Town (Al Batinah North Governorate); Muscat Province; Al- Dhahira, Muscat, and Al-Dakhilay Governorates",Formed by the remnants of tropical cyclone GULAB,"Flood|Slide (land, mud, snow, rock)",No,No,No,,102,Kph,,,,2021,10,3,2021,10,3,13,,,,,,,,,,,88.92949348,"[{""adm1_code"":2263,""adm1_name"":""A Dakhliya""},{""adm1_code"":2265,""adm1_name"":""Al Batnah""},{""adm1_code"":2266,""adm1_name"":""Al Dhahira""}]",2021-10-05,2023-09-25
2024-0910-MWI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2024-000224|GLIDE:TC-2024-000225,Tropical cyclone 'Chido',MWI,Malawi,Sub-Saharan Africa,Africa,"Salima, Kasungu, Machinga, Blantyre, Lilongwe districts",,,No,No,No,,,Kph,,,,2024,12,13,2024,12,17,13,29,45162,,45191,,,,,,,,,2024-12-18,2025-01-01
1967-0072-SLB,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Annie,SLB,Solomon Islands,Melanesia,Oceania,Western Islands,,,No,No,No,,,Kph,,,,1967,11,11,1967,11,11,12,,,,,,,,,,,10.94786822,,2003-07-01,2023-09-25
1979-0074-HKG,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hope,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,"Tin Sam, Tai Po",,,No,No,No,,,Kph,,,,1979,7,28,1979,7,28,12,260,11034,796,12090,,,,,10000,41984,23.81837925,,2003-07-01,2023-09-25
1982-0092-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ellis,JPN,Japan,Eastern Asia,Asia,Kyushu,,,No,No,No,,,Kph,,,,1982,8,25,1982,8,25,12,,,5000,5000,,,,,18000,56836,31.67031875,,2003-07-01,2023-09-25
1985-0126-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Juan,USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Florida Panhandle",,,No,No,No,,177,Kph,,,,1985,10,27,1985,10,27,12,,,,,,,,,1500000,4249017,35.30228249,,2003-07-01,2023-09-25
1987-0110-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Hatiya, Swandwip, Patuakhali, Bhola regions",,,No,No,No,,,Kph,,,,1987,6,4,1987,6,4,12,,,,,,,,,,,37.29056939,,2003-07-01,2023-09-25
1994-0036-MDG,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nadya,MDG,Madagascar,Sub-Saharan Africa,Africa,"Vohemar, Ambiloe, Ambanja Provinces",,,No,No,No,,45,Kph,,,,1994,3,23,1994,3,23,12,8,,,8,,,,,200,411,48.6459381,,2003-07-01,2023-09-25
1996-0172-SLV,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cesar and Douglas,SLV,El Salvador,Latin America and the Caribbean,Americas,Coast,,,No,No,No,,126,Kph,,,,1996,7,26,1996,7,26,12,,,,,,,,,10,19,51.47657574,,2007-05-06,2023-09-25
1997-0238-MEX,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Olaf,MEX,Mexico,Latin America and the Caribbean,Americas,"Chiapas, Oaxaca",,,No,No,No,,140,Kph,,,,1997,9,27,1997,9,27,12,,1000,,1000,,,,,,,52.67993394,,2003-07-01,2023-09-25
1998-0297-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vicky (7) and Waldo (8),JPN,Japan,Eastern Asia,Asia,"Honshu, Hokkaido",,,No,No,No,,160,Kph,,,,1998,9,22,1998,9,22,12,258,,,258,,,62100,116080,3000000,5607720,53.49768079,,2008-04-01,2023-09-25
1998-0311-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Zeb,JPN,Japan,Eastern Asia,Asia,Hiroshima Prefecture,,,No,No,No,,280,Kph,,,,1998,10,13,1998,10,18,12,43,,,43,,,,,335500,627130,53.49768079,,2007-05-06,2023-09-25
1999-0023-FJI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dani,FJI,Fiji,Melanesia,Oceania,"Ba, Nadi, Lautoka, Tavua, Rakiraki Districts",,,No,No,No,409,,Kph,,,,1999,1,19,1999,1,19,12,,,1772,1772,,,,,3500,6402,54.66822084,,2003-07-01,2023-09-25
1999-0299-RUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,RUS,Russian Federation,Eastern Europe,Europe,"Primorié Région, Ile de Sakhaline (Sibérie)",,,No,No,No,,,Kph,,,,1999,9,1,1999,9,1,12,,,,,,,,,,,54.66822084,,2003-07-01,2023-09-25
2000-0257-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Biring,PHL,Philippines,South-eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon) provinces",,Flood,No,No,No,,,Kph,,,,2000,5,18,2000,5,18,12,4,235885,,235889,,,,,1201,2125,56.51429056,"[{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""}]",2004-10-26,2023-09-25
2001-0198-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Mymensingh, Netrakona, Tangail, Gopalganj districts (Dhaka province), Naogaon district (Rajshahi province), Maulvibazar district (Sylhet province), Chuadanga, Jhenaidah, Meherpur districts (Khulna province), Gaibandha district (Rangpur province), Patuakhali district (Barisal province), Noakhali district (Chittagong province)",,,No,No,No,,100,Kph,,,,2001,5,11,2001,5,11,12,200,,,200,,,,,,,58.11147437,"[{""adm2_code"":5765,""adm2_name"":""Patuakhali""},{""adm2_code"":5776,""adm2_name"":""Noakhali""},{""adm2_code"":5781,""adm2_name"":""Gopalganj""},{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5794,""adm2_name"":""Tangail""},{""adm2_code"":5796,""adm2_name"":""Chuadanga""},{""adm2_code"":5798,""adm2_name"":""Jhenaidah""},{""adm2_code"":5802,""adm2_name"":""Meherpur""},{""adm2_code"":5822,""adm2_name"":""Maulvibazar""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""}]",2003-07-01,2023-09-25
2005-0381-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Haitang (Feria/05W),TWN,Taiwan (Province of China),Eastern Asia,Asia,Hualien area (Taiwan Sheng province),,Flood,No,No,No,,220,Kph,,,,2005,7,18,2005,7,18,12,34,1500,,1534,,,25000,39006,100000,156024,64.09274026,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2006-05-04,2023-09-25
2005-0585-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Hurricane ""Wilma""",HTI,Haiti,Latin America and the Caribbean,Americas,"Sud, Sud Est provinces",,Flood,No,No,No,,,Kph,,,,2005,10,19,2005,10,24,12,,,,,,,,,500,780,64.09274026,"[{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":1417,""adm1_name"":""Sud Est""}]",2005-11-15,2023-09-25
